RLM-PAPER	bib.bib57	Anomaly (2026) Opencode: the open source ai coding agent. External Links: Link Cited by: §3.2.	https://github.com/anomalyco/opencode	arxiv-html:ltx_bibitem
RLM-PAPER	bib.bib22	Anthropic (2025) Claude code: subagents — modular ai workflows with isolated agent contexts. External Links: Link Cited by: §C.2, §1, §3.2, §6.	https://docs.anthropic.com/en/docs/claude-code/sub-agents	arxiv-html:ltx_bibitem
RLM-PAPER	bib.bib8	Y. Bai, S. Tu, J. Zhang, H. Peng, X. Wang, X. Lv, S. Cao, J. Xu, L. Hou, Y. Dong, J. Tang, and J. Li (2025) LongBench v2: towards deeper understanding and reasoning on realistic long-context multitasks. External Links: 2412.15204, Link Cited by: §1, §3.1.	https://arxiv.org/abs/2412.15204	arxiv-html:ltx_bibitem
RLM-PAPER	bib.bib11	A. Bertsch, A. Pratapa, T. Mitamura, G. Neubig, and M. R. Gormley (2025) Oolong: evaluating long context reasoning and aggregation capabilities. External Links: 2511.02817, Link Cited by: Appendix B, §D.1, §1, §3.1, §3.	https://arxiv.org/abs/2511.02817	arxiv-html:ltx_bibitem
RLM-PAPER	bib.bib53	Y. Chang, K. Lo, T. Goyal, and M. Iyyer (2024) BooookScore: a systematic exploration of book-length summarization in the era of LLMs. In The Twelfth International Conference on Learning Representations, External Links: Link Cited by: §1.	https://arxiv.org/pdf/2310.00785.pdf	arxiv-html:ltx_bibitem
RLM-PAPER	bib.bib28	H. Chen, R. Pasunuru, J. Weston, and A. Celikyilmaz (2023) Walking down the memory maze: beyond context limit through interactive reading. External Links: 2310.05029, Link Cited by: §6.	https://arxiv.org/abs/2310.05029	arxiv-html:ltx_bibitem
RLM-PAPER	bib.bib12	Z. Chen, X. Ma, S. Zhuang, P. Nie, K. Zou, A. Liu, J. Green, K. Patel, R. Meng, M. Su, S. Sharifymoghaddam, Y. Li, H. Hong, X. Shi, X. Liu, N. Thakur, C. Zhang, L. Gao, W. Chen, and J. Lin (2025) BrowseComp-plus: a more fair and transparent evaluation benchmark of deep-research agent. External Links: 2508.06600, Link Cited by: §C.1, §D.2, §1, §3.1, §3.2.	https://arxiv.org/abs/2508.06600	arxiv-html:ltx_bibitem
RLM-PAPER	bib.bib55	Z. Chen, X. Wu, J. Jia, C. Gao, Q. Fu, D. Zhang, and S. Hu (2026) LongBench pro: a more realistic and comprehensive bilingual long-context evaluation benchmark. External Links: 2601.02872, Link Cited by: Appendix A, §3.2, §4.	https://arxiv.org/abs/2601.02872	arxiv-html:ltx_bibitem
RLM-PAPER	bib.bib35	P. Chhikara, D. Khant, S. Aryan, T. Singh, and D. Yadav (2025) Mem0: building production-ready ai agents with scalable long-term memory. External Links: 2504.19413, Link Cited by: §6.	https://arxiv.org/abs/2504.19413	arxiv-html:ltx_bibitem
RLM-PAPER	bib.bib54	DeepSeek-AI, D. Guo, D. Yang, H. Zhang, J. Song, R. Zhang, R. Xu, Q. Zhu, S. Ma, P. Wang, X. Bi, X. Zhang, X. Yu, Y. Wu, Z. F. Wu, Z. Gou, Z. Shao, Z. Li, Z. Gao, A. Liu, B. Xue, B. Wang, B. Wu, B. Feng, C. Lu, C. Zhao, C. Deng, C. Zhang, C. Ruan, D. Dai, D. Chen, D. Ji, E. Li, F. Lin, F. Dai, F. Luo, G. Hao, G. Chen, G. Li, H. Zhang, H. Bao, H. Xu, H. Wang, H. Ding, H. Xin, H. Gao, H. Qu, H. Li, J. Guo, J. Li, J. Wang, J. Chen, J. Yuan, J. Qiu, J. Li, J. L. Cai, J. Ni, J. Liang, J. Chen, K. Dong, K. Hu, K. Gao, K. Guan, K. Huang, K. Yu, L. Wang, L. Zhang, L. Zhao, L. Wang, L. Zhang, L. Xu, L. Xia, M. Zhang, M. Zhang, M. Tang, M. Li, M. Wang, M. Li, N. Tian, P. Huang, P. Zhang, Q. Wang, Q. Chen, Q. Du, R. Ge, R. Zhang, R. Pan, R. Wang, R. J. Chen, R. L. Jin, R. Chen, S. Lu, S. Zhou, S. Chen, S. Ye, S. Wang, S. Yu, S. Zhou, S. Pan, S. S. Li, S. Zhou, S. Wu, S. Ye, T. Yun, T. Pei, T. Sun, T. Wang, W. Zeng, W. Zhao, W. Liu, W. Liang, W. Gao, W. Yu, W. Zhang, W. L. Xiao, W. An, X. Liu, X. Wang, X. Chen, X. Nie, X. Cheng, X. Liu, X. Xie, X. Liu, X. Yang, X. Li, X. Su, X. Lin, X. Q. Li, X. Jin, X. Shen, X. Chen, X. Sun, X. Wang, X. Song, X. Zhou, X. Wang, X. Shan, Y. K. Li, Y. Q. Wang, Y. X. Wei, Y. Zhang, Y. Xu, Y. Li, Y. Zhao, Y. Sun, Y. Wang, Y. Yu, Y. Zhang, Y. Shi, Y. Xiong, Y. He, Y. Piao, Y. Wang, Y. Tan, Y. Ma, Y. Liu, Y. Guo, Y. Ou, Y. Wang, Y. Gong, Y. Zou, Y. He, Y. Xiong, Y. Luo, Y. You, Y. Liu, Y. Zhou, Y. X. Zhu, Y. Xu, Y. Huang, Y. Li, Y. Zheng, Y. Zhu, Y. Ma, Y. Tang, Y. Zha, Y. Yan, Z. Z. Ren, Z. Ren, Z. Sha, Z. Fu, Z. Xu, Z. Xie, Z. Zhang, Z. Hao, Z. Ma, Z. Yan, Z. Wu, Z. Gu, Z. Zhu, Z. Liu, Z. Li, Z. Xie, Z. Song, Z. Pan, Z. Huang, Z. Xu, Z. Zhang, and Z. Zhang (2025) DeepSeek-r1: incentivizing reasoning capability in llms via reinforcement learning. External Links: 2501.12948, Link Cited by: §7.	https://arxiv.org/abs/2501.12948	arxiv-html:ltx_bibitem
