DGM	bib.bib116	M. F. A. R. D. T. (FAIR)†, A. Bakhtin, N. Brown, E. Dinan, G. Farina, C. Flaherty, D. Fried, A. Goff, J. Gray, H. Hu, et al. (2022) Human-level play in the game of Diplomacy by combining language models with strategic reasoning. Science 378 (6624), pp. 1067–1074. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib84	F. Aki, R. Ikeda, T. Saito, C. Regan, and M. Oka (2024) Llm-poet: Evolving complex environments using large language models. In Proceedings of the Genetic and Evolutionary Computation Conference Companion, pp. 243–246. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib184	R. Alur, R. Singh, D. Fisman, and A. Solar-Lezama (2018) Search-based program synthesis. Communications of the ACM 61 (12), pp. 84–93. Cited by: Appendix B.	#A2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib172	S. Amari (1972) Learning patterns and pattern sequences by self-organizing nets of threshold elements. IEEE Transactions on computers 100 (11), pp. 1197–1206. Cited by: §1.	#S1.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib58	M. Andrychowicz, F. Wolski, A. Ray, J. Schneider, R. Fong, P. Welinder, B. McGrew, J. Tobin, O. Pieter Abbeel, and W. Zaremba (2017) Hindsight experience replay. Advances in neural information processing systems 30. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib32	Anthropic (2024a) Claude 3.5 Sonnet. Anthropic. Note: https://www.anthropic.com/news/claude-3-5-sonnet[Accessed 17 April 2025] Cited by: §4.1.	https://www.anthropic.com/news/claude-3-5-sonnet	arxiv-html:ltx_bibitem
DGM	bib.bib115	Anthropic (2024b) Claude can now use tools. Note: Accessed: 2025-05-03 External Links: Link Cited by: §4.1.	https://www.anthropic.com/news/tool-use-ga	arxiv-html:ltx_bibitem
DGM	bib.bib124	Anthropic (2025) Claude 3.7 sonnet and claude code. Note: Accessed: 2025-05-06 External Links: Link Cited by: §4.4.	https://www.anthropic.com/news/claude-3-7-sonnet	arxiv-html:ltx_bibitem
DGM	bib.bib152	U. Anwar, A. Saparov, J. Rando, D. Paleka, M. Turpin, P. Hase, E. S. Lubana, E. Jenner, S. Casper, O. Sourbut, et al. (2024) Foundational challenges in assuring alignment and safety of large language models. arXiv preprint arXiv:2404.09932. Cited by: §5.	#S5.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib36	D. Bahdanau, K. H. Cho, and Y. Bengio (2015) Neural machine translation by jointly learning to align and translate. In International Conference on Learning Representations, Cited by: §1.	#S1.p1.1	arxiv-html:ltx_bibitem
